generation,leftchild,rightchild,abstime,betainit,betashift
13000,Hevea_brasiliensis,Manihot_esculenta,487.345,1.48604,-0.0375277
13000,Helianthus_annuus,NA,524.724,0.598274,0.049692
13000,Ipomoea_nil,NA,524.863,0.412033,-0.0458111
13000,Sesamum_indicum,Ipomoea_nil,429.978,0.230196,0.0265297
13000,Beta_vulgaris,Lactuca_sativa,419.183,0.0411604,-0.0785699
13000,Amborella_trichopoda,NA,368.113,0.153509,-0.00513746
14000,Physcomitrium_patens,Selaginella_moellendorffii,0,11.4868,0.200995
14000,Selaginella_moellendorffii,NA,145.504,1.02739,-0.0791741
14000,Selaginella_moellendorffii,NA,321.382,0.359036,0.020828
14000,Sorghum_bicolor,Zea_mays,492.581,1.01204,-0.0178745
14000,Durio_zibethinus,Citrus_sinensis,432.329,0.409544,-0.0303876
14000,Momordica_charantia,Cucurbita_maxima,445.856,0.14454,-0.00505567
14000,Quercus_suber,Glycine_max,428.518,1.92808,-0.0809086
14000,Pyrus_x_bretschneideri,Prunus_persica,478.388,0.171094,-0.0156972
14000,Hevea_brasiliensis,Manihot_esculenta,469.873,2.06867,-0.0375277
14000,Helianthus_annuus,NA,513.54,0.590738,0.00910715
14000,Helianthus_annuus,NA,519.802,0.598274,0.049692
14000,Ipomoea_nil,NA,521.656,0.429593,-0.0337177
14000,Sesamum_indicum,Ipomoea_nil,429.978,0.264506,0.0265297
14000,Beta_vulgaris,Lactuca_sativa,420.396,0.0579961,-0.0785699
14000,Amborella_trichopoda,NA,383.497,0.280099,0.0330498
15000,Physcomitrium_patens,Selaginella_moellendorffii,0,11.4868,0.191338
15000,Physcomitrium_patens,NA,219.149,0.338252,-0.0640077
15000,Selaginella_moellendorffii,NA,143.748,1.39055,-0.0206037
15000,Selaginella_moellendorffii,NA,154.184,1.37363,-0.0791741
15000,Selaginella_moellendorffii,NA,321.382,0.425565,0.020828
15000,Selaginella_moellendorffii,NA,425.601,0.662736,-0.0126589
15000,Musa_acuminata,NA,509.12,0.557955,0.0875895
15000,Musa_acuminata,NA,522.483,0.297684,0.104917
15000,Durio_zibethinus,Citrus_sinensis,432.329,0.17853,-0.0303876
15000,Momordica_charantia,Cucurbita_maxima,467.033,0.554521,-0.0362227
15000,Quercus_suber,Glycine_max,428.518,1.24506,-0.0809086
15000,Pyrus_x_bretschneideri,Prunus_persica,476.428,0.136531,-0.0156972
15000,Ziziphus_jujuba,NA,502.826,0.710115,0.0383045
15000,Helianthus_annuus,NA,515.545,0.488926,0.00910715
15000,Ipomoea_nil,NA,521.918,0.647049,-0.0337177
15000,Sesamum_indicum,Ipomoea_nil,440.02,0.303361,-0.0379158
15000,Beta_vulgaris,Lactuca_sativa,419.072,0.0678608,-0.0785699
15000,Amborella_trichopoda,NA,391.484,3.15074,-0.106905
15000,Musa_acuminata,Amborella_trichopoda,133.807,1.86928,0.0117551
16000,Physcomitrium_patens,Selaginella_moellendorffii,0,11.4868,0.191338
16000,Selaginella_moellendorffii,NA,154.184,1.94364,-0.0791741
16000,Selaginella_moellendorffii,NA,327.82,0.421,0.020828
16000,Selaginella_moellendorffii,NA,417.431,0.376973,-0.0456819
16000,Brachypodium_distachyon,NA,498.283,1.19508,-0.0588997
16000,Citrus_sinensis,NA,476.842,0.447072,-0.0433097
16000,Durio_zibethinus,Citrus_sinensis,432.329,0.126876,-0.0303876
16000,Pyrus_x_bretschneideri,Prunus_persica,476.428,0.245386,-0.0156972
16000,Momordica_charantia,Cucurbita_maxima,467.033,0.45716,-0.0362227
16000,Quercus_suber,Glycine_max,430.205,0.604426,-0.0809086
16000,Hevea_brasiliensis,Manihot_esculenta,450.123,0.161692,-0.00479568
16000,Helianthus_annuus,NA,515.545,0.508261,0.00910715
16000,Nicotiana_tabacum,NA,525.878,0.785686,0.0221419
16000,Sesamum_indicum,Ipomoea_nil,436.344,0.191908,-0.0379158
16000,Beta_vulgaris,Lactuca_sativa,418.448,0.0678608,-0.0785699
16000,Amborella_trichopoda,NA,388.275,3.15074,-0.106905
16000,Musa_acuminata,Amborella_trichopoda,129.379,2.49313,0.0117551
16000,Selaginella_moellendorffii,Musa_acuminata,0.023635,0.341304,-0.0215976
17000,Physcomitrium_patens,Selaginella_moellendorffii,0,10.1603,0.191338
17000,Physcomitrium_patens,NA,25.0804,0.924607,-0.0670076
17000,Physcomitrium_patens,NA,253.436,0.740893,0.018095
17000,Brachypodium_distachyon,NA,483.676,1.36331,-0.0588997
17000,Gossypium_arboreum,NA,503.117,0.321754,0.0932877
17000,Durio_zibethinus,Citrus_sinensis,432.329,0.154352,-0.0303876
17000,Momordica_charantia,Cucurbita_maxima,464.773,0.412592,-0.0362227
17000,Quercus_suber,Glycine_max,428.364,0.495178,-0.0809086
17000,Pyrus_x_bretschneideri,Prunus_persica,464.153,0.176382,-0.0156972
17000,Hevea_brasiliensis,Manihot_esculenta,463.131,0.0904651,0.0794993
17000,Helianthus_annuus,NA,516.447,0.594884,0.00910715
17000,Nicotiana_tabacum,NA,529.311,0.785686,-0.0895399
17000,Capsicum_annuum,NA,525.447,0.183861,0.0176562
17000,Sesamum_indicum,Ipomoea_nil,437.087,0.0879522,-0.0379158
17000,Beta_vulgaris,Lactuca_sativa,418.653,0.038037,-0.0785699
17000,Musa_acuminata,Amborella_trichopoda,111.57,2.39526,0.0117551
17000,Selaginella_moellendorffii,Musa_acuminata,5.43294,0.557388,-0.0215976
18000,Physcomitrium_patens,Selaginella_moellendorffii,0,10.1603,0.191338
18000,Physcomitrium_patens,NA,36.7718,0.701369,-0.0670076
18000,Oryza_sativa,NA,529.622,0.551302,0.0281635
18000,Brachypodium_distachyon,NA,483.676,1.46726,-0.0588997
18000,Nelumbo_nucifera,NA,429.696,0.841192,-0.013314
18000,Durio_zibethinus,Citrus_sinensis,432.329,0.121021,-0.0303876
18000,Momordica_charantia,Cucurbita_maxima,453.505,0.264731,-0.0344713
18000,Quercus_suber,Glycine_max,428.364,0.495178,-0.0809086
18000,Pyrus_x_bretschneideri,Prunus_persica,468.951,0.226021,-0.0156972
18000,Hevea_brasiliensis,Manihot_esculenta,463.798,0.251486,0.0794993
18000,Helianthus_annuus,NA,519.43,0.601676,0.00910715
18000,Sesamum_indicum,Ipomoea_nil,447.49,0.080103,-0.0379158
18000,Beta_vulgaris,Lactuca_sativa,417.745,0.0616271,-0.0785699
18000,Musa_acuminata,Amborella_trichopoda,102.895,2.39526,0.0117551
18000,Selaginella_moellendorffii,Musa_acuminata,5.14902,0.415414,-0.0215976
19000,Physcomitrium_patens,Selaginella_moellendorffii,0,6.56787,0.191338
19000,Physcomitrium_patens,NA,52.016,0.719294,-0.0670076
19000,Physcomitrium_patens,NA,342.214,0.571191,0.0741663
19000,Nelumbo_nucifera,NA,416.379,0.174417,0.0449404
19000,Durio_zibethinus,Citrus_sinensis,430.385,0.144419,-0.0303876
19000,Cucumis_melo,NA,525.953,0.177259,0.00599767
19000,Momordica_charantia,Cucurbita_maxima,453.505,0.253538,-0.0344713
19000,Quercus_suber,Glycine_max,428.364,0.760348,-0.0809086
19000,Pyrus_x_bretschneideri,Prunus_persica,457.01,0.394077,-0.0156972
19000,Hevea_brasiliensis,Manihot_esculenta,463.798,0.251486,0.0794993
19000,Helianthus_annuus,NA,520.323,0.379465,0.00910715
19000,Sesamum_indicum,Ipomoea_nil,434.285,0.105611,-0.0379158
19000,Beta_vulgaris,Lactuca_sativa,417.745,0.0609493,-0.0785699
19000,Musa_acuminata,Amborella_trichopoda,116.057,2.39526,0.0117551
19000,Selaginella_moellendorffii,Musa_acuminata,28.2497,0.442128,-0.0215976
20000,Physcomitrium_patens,Selaginella_moellendorffii,0,19.6048,0.0184275
20000,Physcomitrium_patens,NA,148.059,1.09216,0.0423582
20000,Physcomitrium_patens,NA,265.153,0.681448,0.018095
20000,Physcomitrium_patens,NA,331.432,0.385917,0.0868967
20000,Physcomitrium_patens,NA,502.667,0.387477,0.0619604
20000,Selaginella_moellendorffii,NA,367.864,1.89521,-0.00803428
20000,Brachypodium_distachyon,NA,500.343,0.505392,0.0192229
20000,Brachypodium_distachyon,NA,508.578,0.214907,-0.0989966
20000,Nelumbo_nucifera,NA,410.624,0.34972,0.0449404
20000,Vitis_vinifera,NA,427.572,0.192739,0.0603377
20000,Vitis_vinifera,NA,493.752,0.486573,-0.0117562
20000,Eucalyptus_grandis,NA,469.598,0.407927,0.0574645
20000,Arabidopsis_thaliana,NA,530.326,0.716413,0.0469751
20000,Eucalyptus_grandis,Durio_zibethinus,426.587,0.0600344,-0.0317325
20000,Cucumis_melo,NA,531.267,0.387787,0.00599767
20000,Momordica_charantia,Cucurbita_maxima,449.565,0.31743,-0.0129309
20000,Quercus_suber,Glycine_max,435.393,0.697558,-0.0978313
20000,Pyrus_x_bretschneideri,Prunus_persica,450.609,0.159275,-0.0201198
20000,Hevea_brasiliensis,Manihot_esculenta,431.387,1.96645,-0.0224218
20000,Beta_vulgaris,Chenopodium_quinoa,427.886,0.0262302,-0.0814737
20000,Selaginella_moellendorffii,NA,172.422,0.0856388,0.0558118
20000,Beta_vulgaris,Lactuca_sativa,415.388,0.00529911,0.021929
21000,Physcomitrium_patens,Selaginella_moellendorffii,0,9.59694,0.0308433
21000,Physcomitrium_patens,NA,123.865,0.1517,0.025395
21000,Selaginella_moellendorffii,NA,177.843,0.562873,-0.00120891
21000,Sorghum_bicolor,Zea_mays,498.014,0.10862,-0.0495243
21000,Amborella_trichopoda,NA,363.991,1.36654,-0.0529139
21000,Carica_papaya,NA,481.793,0.00627567,-0.0171988
21000,Durio_zibethinus,Citrus_sinensis,427.859,0.049982,-0.0238573
21000,Momordica_charantia,Cucurbita_maxima,441.41,0.596778,-0.0111795
21000,Quercus_suber,Glycine_max,427.218,0.384321,-0.0809086
21000,Pyrus_x_bretschneideri,Rosa_chinensis,426.504,0.215844,-0.00329559
21000,Hevea_brasiliensis,Manihot_esculenta,508.412,0.0799034,-0.0444847
21000,Beta_vulgaris,Lactuca_sativa,415.465,0.0465375,-0.0283997
22000,Physcomitrium_patens,Selaginella_moellendorffii,0,21.326,0.104235
22000,Physcomitrium_patens,NA,55.5346,0.987254,0.00628322
22000,Nelumbo_nucifera,NA,450.845,0.200463,-0.0918027
22000,Physcomitrium_patens,NA,433.677,0.470688,-0.0546368
22000,Selaginella_moellendorffii,NA,127.364,0.489765,-0.0384941
22000,Selaginella_moellendorffii,NA,268.296,0.399134,0.0856698
22000,Musa_acuminata,NA,433.594,1.73714,0.0962274
22000,Oryza_sativa,NA,508.067,1.77725,0.0369613
22000,Nelumbo_nucifera,NA,503.118,2.04699,-0.029643
22000,Theobroma_cacao,NA,475.275,0.468313,-0.0343326
22000,Citrus_sinensis,NA,507.163,0.87376,-0.0708657
22000,Eucalyptus_grandis,Durio_zibethinus,426.763,0.328438,-0.0303876
22000,Momordica_charantia,NA,499.728,1.11837,-0.103732
22000,Momordica_charantia,Cucurbita_maxima,452.658,0.0630154,-0.045399
22000,Quercus_suber,NA,484.098,0.0261137,0.0406816
22000,Cicer_arietinum,NA,532.282,0.933168,0.0786488
22000,Quercus_suber,Glycine_max,427.786,0.557339,-0.0809086
22000,Pyrus_x_bretschneideri,Prunus_persica,440.094,0.0360672,0.0223678
22000,Hevea_brasiliensis,Manihot_esculenta,498.122,0.113812,-0.0444847
22000,Sesamum_indicum,NA,498.727,0.528663,0.0581193
22000,Lactuca_sativa,Sesamum_indicum,424.718,0.0373261,0.0137085
22000,Beta_vulgaris,Lactuca_sativa,416.407,0.00458436,-0.0547529
22000,Amborella_trichopoda,NA,353.652,1.14437,0.0192229
22000,Sorghum_bicolor,Zea_mays,487.621,0.32225,-0.113017
