generation,leftchild,rightchild,abstime,betainit,betashift
25000,Nelumbo_nucifera,NA,464.34,0.637969,0.0113644
25000,Vitis_vinifera,NA,428.002,0.0666862,-0.0153088
25000,Durio_zibethinus,NA,521.216,1.39032,-0.0193533
25000,Citrus_sinensis,NA,531.823,2.54127,0.0801819
25000,Eucalyptus_grandis,Durio_zibethinus,426.619,0.00145216,0.0241613
25000,Momordica_charantia,Cucurbita_maxima,428.667,0.180531,-0.0924404
25000,Quercus_suber,Glycine_max,427.767,0.89284,0.080266
25000,Quercus_suber,Glycine_max,440.715,0.0119601,0.00626415
25000,Pyrus_x_bretschneideri,Rosa_chinensis,429.616,0.312236,-0.0250142
25000,Hevea_brasiliensis,Manihot_esculenta,450.917,0.0180216,0.0564661
25000,Capsicum_annuum,NA,514.793,0.758682,-0.00904083
25000,Beta_vulgaris,Lactuca_sativa,417.618,0.0222419,-0.0370808
25000,Amborella_trichopoda,NA,363.76,0.241437,-0.0181792
25000,Amborella_trichopoda,NA,469.144,0.146107,-0.0809236
25000,Amborella_trichopoda,NA,529.914,0.678935,-0.0749904
26000,Physcomitrium_patens,Selaginella_moellendorffii,0,12.8731,0.0318244
26000,Physcomitrium_patens,NA,36.0532,1.57195,-0.020294
26000,Selaginella_moellendorffii,NA,119.707,0.266882,-0.00117787
26000,Oryza_sativa,Sorghum_bicolor,480.095,2.18604,-0.0988022
26000,Musa_acuminata,Oryza_sativa,386.401,0.786165,-0.0814341
26000,Vitis_vinifera,NA,428.002,0.0666862,-0.0153088
26000,Durio_zibethinus,NA,530.498,1.74289,-7.27977e-05
26000,Citrus_sinensis,NA,527.723,2.2999,0.0801819
26000,Eucalyptus_grandis,Durio_zibethinus,426.619,0.00108832,0.0241613
26000,Momordica_charantia,Cucurbita_maxima,426.579,0.180531,-0.0924404
26000,Quercus_suber,Glycine_max,427.935,0.91937,0.080266
26000,Quercus_suber,Glycine_max,436.125,0.0202941,0.00626415
26000,Pyrus_x_bretschneideri,Rosa_chinensis,431.517,0.358028,-0.0250142
26000,Ziziphus_jujuba,NA,510.937,1.66685,0.0605359
26000,Hevea_brasiliensis,Manihot_esculenta,462.402,0.0140284,0.0564661
26000,Erythranthe_guttata,NA,530.081,4.24056,-0.0498281
26000,Beta_vulgaris,Lactuca_sativa,417.618,0.0222419,-0.0370808
27000,Physcomitrium_patens,Selaginella_moellendorffii,0,12.8731,0.0318244
27000,Physcomitrium_patens,NA,42.2623,0.914081,-0.020294
27000,Selaginella_moellendorffii,NA,107.427,0.365815,-0.00117787
27000,Oryza_sativa,Sorghum_bicolor,481.269,2.18604,-0.0988022
27000,Musa_acuminata,Oryza_sativa,375.199,1.47619,-0.0814341
27000,Nelumbo_nucifera,NA,531.986,0.474921,-0.0225409
27000,Durio_zibethinus,NA,530.65,1.85129,-7.27977e-05
27000,Eucalyptus_grandis,Durio_zibethinus,426.619,0.00119399,0.0241613
27000,Momordica_charantia,Cucurbita_maxima,426.579,0.406609,-0.0924404
27000,Quercus_suber,Glycine_max,427.935,0.931099,0.080266
27000,Quercus_suber,Glycine_max,434.702,0.0206028,0.00626415
27000,Pyrus_x_bretschneideri,Rosa_chinensis,431.517,0.321881,-0.0250142
27000,Ziziphus_jujuba,NA,447.25,0.582605,0.0139373
27000,Hevea_brasiliensis,Manihot_esculenta,494.678,0.0140284,0.00408239
27000,Erythranthe_guttata,NA,530.34,4.24056,-0.0498281
27000,Beta_vulgaris,Lactuca_sativa,417.618,0.0162705,-0.0370808
27000,Amborella_trichopoda,NA,412.807,0.198922,-0.061193
28000,Physcomitrium_patens,Selaginella_moellendorffii,0,11.1145,0.0318244
28000,Selaginella_moellendorffii,NA,113.996,0.428792,-0.00117787
28000,Oryza_sativa,Sorghum_bicolor,481.269,2.18604,-0.0988022
28000,Musa_acuminata,Oryza_sativa,377.685,1.70957,-0.0814341
28000,Nelumbo_nucifera,NA,525.337,0.23095,-0.0225409
28000,Durio_zibethinus,NA,526.065,2.59021,-7.27977e-05
28000,Eucalyptus_grandis,Durio_zibethinus,426.619,0.00118916,0.0241613
28000,Momordica_charantia,Cucurbita_maxima,426.579,0.429975,-0.0924404
28000,Quercus_suber,Glycine_max,428.491,1.25732,0.0466735
28000,Vitis_vinifera,NA,469.854,0.764022,-0.0423042
28000,Quercus_suber,Glycine_max,429.733,0.0206028,0.00626415
28000,Pyrus_x_bretschneideri,Rosa_chinensis,431.517,0.289457,-0.0250142
28000,Ziziphus_jujuba,NA,431.534,2.1136,-0.0780622
28000,Hevea_brasiliensis,Manihot_esculenta,477.213,0.0230027,0.00408239
28000,Sesamum_indicum,NA,494.626,0.156823,-0.0104331
28000,Beta_vulgaris,Lactuca_sativa,416.706,0.0167441,-0.0370808
29000,Physcomitrium_patens,Selaginella_moellendorffii,0,10.1437,0.0318244
29000,Physcomitrium_patens,NA,50.818,1.688,0.016499
29000,Selaginella_moellendorffii,NA,489.42,0.123258,-0.0150248
29000,Oryza_sativa,Sorghum_bicolor,482.087,1.36152,-0.0988022
29000,Musa_acuminata,Oryza_sativa,377.685,1.83395,-0.0814341
29000,Durio_zibethinus,NA,526.065,2.31171,-7.27977e-05
29000,Eucalyptus_grandis,Durio_zibethinus,426.619,0.00081653,0.0241613
29000,Momordica_charantia,Cucurbita_maxima,426.579,0.436192,-0.0924404
29000,Quercus_suber,Glycine_max,439.996,0.0173665,0.00626415
29000,Prunus_persica,NA,515.332,0.0817231,0.0696135
29000,Rosa_chinensis,NA,506.989,0.452089,-0.0309728
29000,Pyrus_x_bretschneideri,Rosa_chinensis,431.517,0.239567,-0.0250142
29000,Hevea_brasiliensis,Manihot_esculenta,487.226,0.018466,0.00408239
29000,Sesamum_indicum,NA,498.333,0.16784,-0.0104331
29000,Beta_vulgaris,Lactuca_sativa,416.706,0.022604,-0.0370808
30000,Physcomitrium_patens,Selaginella_moellendorffii,0,2.88437,0.0480489
30000,Physcomitrium_patens,NA,133.353,3.5601,-0.0137887
30000,Musa_acuminata,Oryza_sativa,411.738,0.671466,0.074501
30000,Durio_zibethinus,Citrus_sinensis,432.413,0.00553146,0.0878399
30000,Momordica_charantia,Cucurbita_maxima,439.972,0.000699952,0.123219
30000,Vigna_angularis,NA,515.538,0.0171635,-0.0844877
30000,Quercus_suber,Glycine_max,427.662,0.0333292,-0.0163703
30000,Pyrus_x_bretschneideri,Rosa_chinensis,429.847,0.0701374,-0.0504656
30000,Beta_vulgaris,Lactuca_sativa,417.211,0.0439586,-0.0358301
30000,Amborella_trichopoda,NA,526.142,0.543907,-0.0272366
31000,Physcomitrium_patens,Selaginella_moellendorffii,0,3.28984,0.0480489
31000,Physcomitrium_patens,NA,133.353,2.28307,-0.0137887
31000,Selaginella_moellendorffii,NA,132.783,2.28326,-0.0605135
31000,Musa_acuminata,Oryza_sativa,423.098,0.581756,-0.0282015
