generation,rank_1,rank_2,swapAccepted
4286000,1,4,1
4287000,2,3,1
4288000,3,4,1
4289000,1,3,1
4290000,1,3,1
4291000,1,4,1
4292000,1,3,0
4293000,2,4,1
4294000,2,4,1
4295000,2,4,1
4296000,1,3,1
4297000,1,3,1
4298000,1,3,1
4299000,1,3,1
4300000,2,4,1
4301000,1,3,1
4302000,1,4,1
4303000,1,4,1
4304000,1,3,1
4305000,1,3,1
4306000,2,4,1
4307000,3,4,1
4308000,1,4,1
4309000,1,3,1
4310000,2,4,1
4311000,2,4,1
4312000,2,3,1
4313000,1,4,1
4314000,2,4,0
4315000,1,3,1
4316000,2,3,1
4317000,3,4,1
4318000,1,4,1
4319000,1,4,0
4320000,1,4,0
4321000,1,4,1
4322000,1,4,1
4323000,1,2,1
4324000,3,4,1
4325000,1,4,0
4326000,2,3,1
4327000,1,3,1
4328000,2,3,1
4329000,1,3,1
4330000,1,4,1
4331000,2,4,1
4332000,2,3,1
4333000,1,3,1
4334000,1,3,1
4335000,2,4,1
4336000,2,3,1
4337000,1,3,1
4338000,2,4,1
4339000,2,3,0
4340000,2,4,1
4341000,1,3,0
4342000,1,4,1
4343000,1,3,1
4344000,2,4,1
4345000,1,3,1
4346000,2,4,1
4347000,1,4,0
4348000,3,4,1
4349000,1,4,1
4350000,1,2,1
4351000,1,3,1
4352000,2,4,1
4353000,1,3,1
4354000,3,4,1
4355000,1,2,1
4356000,2,4,1
4357000,1,3,1
4358000,2,4,1
4359000,2,3,1
4360000,1,2,1
4361000,1,4,1
4362000,2,3,1
4363000,1,3,1
4364000,2,3,1
4365000,3,4,1
4366000,1,3,1
4367000,2,3,1
4368000,1,2,1
4369000,2,3,1
4370000,3,4,1
4371000,1,3,1
4372000,1,3,1
4373000,1,4,1
4374000,1,4,1
4375000,1,4,0
4376000,1,4,1
4377000,1,2,0
4378000,1,4,1
4379000,1,4,1
4380000,1,2,1
4381000,1,3,1
4382000,1,2,1
4383000,1,3,1
4384000,1,2,1
4385000,3,4,1
4386000,1,2,1
4387000,2,3,1
4388000,2,4,1
4389000,2,3,1
4390000,3,4,1
4391000,2,3,1
4392000,2,4,1
4393000,1,4,0
4394000,2,4,1
4395000,2,3,1
4396000,1,3,1
4397000,1,2,1
4398000,1,2,1
4399000,1,2,1
4400000,2,4,1
4401000,1,3,1
4402000,3,4,1
4403000,3,4,1
4404000,1,4,1
4405000,2,3,1
4406000,1,3,1
4407000,1,3,1
4408000,1,2,1
4409000,1,3,1
4410000,2,4,1
4411000,3,4,1
4412000,2,3,1
4413000,2,4,1
4414000,1,3,1
4415000,2,4,0
4416000,1,2,1
4417000,1,3,1
4418000,1,2,1
4419000,1,2,0
4420000,3,4,1
4421000,1,3,0
4422000,1,2,1
4423000,1,2,1
4424000,3,4,1
4425000,1,4,1
4426000,1,3,1
4427000,2,3,1
4428000,1,3,1
4429000,3,4,1
4430000,1,3,1
4431000,2,3,1
4432000,2,4,1
4433000,1,4,1
4434000,1,4,1
4435000,1,3,1
4436000,1,4,1
4437000,1,4,1
4438000,1,2,1
4439000,2,3,1
4440000,1,3,1
4441000,1,4,1
4442000,1,2,1
4443000,3,4,1
4444000,2,4,1
4445000,2,4,1
4446000,1,3,1
4447000,2,4,1
4448000,2,3,1
4449000,1,3,1
4450000,3,4,1
4451000,2,4,1
4452000,1,2,1
4453000,2,4,1
4454000,2,3,1
4455000,2,4,1
4456000,1,3,1
4457000,2,4,0
4458000,1,2,1
4459000,1,2,1
4460000,1,4,1
4461000,1,2,1
4462000,1,2,1
4463000,1,3,0
4464000,2,3,1
4465000,1,3,1
4466000,2,4,1
4467000,2,4,0
4468000,1,2,1
4469000,1,2,1
4470000,1,2,1
4471000,1,4,1
4472000,2,3,1
4473000,1,4,1
4474000,2,4,0
4475000,1,3,1
4476000,1,2,1
4477000,2,3,1
4478000,2,3,1
4479000,1,2,1
4480000,1,4,1
4481000,2,3,1
4482000,1,2,1
4483000,1,4,1
4484000,1,2,1
4485000,1,2,1
4486000,1,2,1
4487000,2,3,1
4488000,1,3,1
4489000,2,3,1
4490000,1,3,1
4491000,2,3,1
4492000,1,4,1
4493000,3,4,1
4494000,1,3,1
4495000,1,2,1
4496000,2,3,1
4497000,1,2,1
4498000,2,4,0
4499000,2,4,1
4500000,1,2,1
4501000,2,3,1
4502000,1,4,1
4503000,2,4,0
4504000,2,4,1
4505000,3,4,1
4506000,1,3,1
4507000,3,4,1
4508000,2,4,1
4509000,1,2,1
4510000,1,4,0
4511000,1,4,0
4512000,1,4,1
4513000,1,3,1
4514000,1,3,1
4515000,1,3,1
4516000,2,4,1
4517000,3,4,1
4518000,1,4,1
4519000,1,2,1
4520000,1,4,1
4521000,2,3,1
4522000,2,4,1
4523000,1,2,1
4524000,2,3,1
4525000,2,3,1
4526000,2,3,1
4527000,2,4,1
4528000,2,4,0
4529000,1,3,1
4530000,1,4,0
4531000,1,3,1
4532000,3,4,1
4533000,3,4,1
4534000,2,4,1
4535000,1,3,1
4536000,2,4,1
4537000,1,3,1
4538000,3,4,0
4539000,1,3,1
4540000,1,3,1
4541000,3,4,1
4542000,2,4,1
4543000,1,3,0
4544000,1,2,1
4545000,2,4,1
4546000,2,3,1
4547000,1,3,0
4548000,1,3,1
4549000,2,3,1
4550000,2,4,1
4551000,1,3,1
4552000,1,2,1
4553000,1,2,1
4554000,3,4,1
4555000,3,4,1
4556000,1,3,1
4557000,1,2,1
4558000,1,2,1
4559000,1,2,1
4560000,1,2,1
4561000,1,4,0
4562000,3,4,1
4563000,1,2,0
4564000,2,3,1
4565000,2,4,0
4566000,1,2,1
4567000,1,3,1
4568000,2,4,1
4569000,2,3,1
4570000,1,3,0
4571000,2,3,0
4572000,1,4,0
4573000,1,2,1
4574000,1,3,1
4575000,3,4,1
4576000,2,4,1
4577000,3,4,1
4578000,1,3,1
4579000,1,4,1
4580000,1,2,1
4581000,1,2,1
4582000,2,3,1
4583000,2,4,1
4584000,1,2,1
4585000,2,4,1
4586000,3,4,1
4587000,2,3,1
4588000,1,4,1
4589000,2,3,0
4590000,1,3,1
4591000,2,3,1
4592000,2,4,1
4593000,1,4,1
4594000,1,4,1
4595000,3,4,1
4596000,1,2,1
4597000,3,4,1
4598000,1,2,1
4599000,2,3,1
4600000,1,2,1
4601000,1,3,1
4602000,1,2,1
4603000,1,4,1
4604000,2,4,1
4605000,1,3,1
4606000,2,4,1
4607000,3,4,1
4608000,3,4,1
4609000,1,2,0
4610000,3,4,1
4611000,2,3,1
4612000,1,4,1
4613000,1,4,1
4614000,1,3,1
4615000,3,4,1
4616000,3,4,1
4617000,1,2,1
4618000,1,2,1
4619000,1,4,1
4620000,2,4,1
4621000,1,2,0
4622000,2,3,1
4623000,3,4,1
4624000,2,3,1
4625000,1,4,0
4626000,3,4,1
4627000,1,3,1
4628000,1,4,1
4629000,2,4,1
4630000,3,4,1
4631000,1,4,1
4632000,1,3,1
4633000,1,2,1
4634000,2,3,1
4635000,1,2,1
4636000,1,3,0
4637000,2,4,1
4638000,1,2,1
4639000,1,2,1
4640000,2,3,1
4641000,1,4,0
4642000,2,4,1
4643000,1,3,1
4644000,1,4,1
4645000,2,4,1
4646000,2,4,1
4647000,2,3,1
4648000,1,3,1
4649000,2,4,1
4650000,2,3,1
4651000,1,2,1
4652000,3,4,1
4653000,1,4,1
4654000,1,4,1
4655000,1,3,1
4656000,3,4,1
4657000,1,3,1
4658000,3,4,1
4659000,2,3,1
4660000,1,3,1
4661000,1,2,1
4662000,3,4,1
4663000,2,3,1
4664000,2,4,1
4665000,2,4,1
4666000,2,3,1
4667000,3,4,1
4668000,1,3,1
4669000,1,3,0
4670000,1,4,1
4671000,1,2,0
4672000,1,2,1
4673000,1,4,1
4674000,1,2,1
4675000,2,4,0
4676000,1,3,1
4677000,1,4,1
4678000,1,2,1
4679000,2,4,1
4680000,3,4,1
4681000,1,3,1
4682000,2,4,1
4683000,1,4,1
4684000,3,4,1
4685000,1,3,1
4686000,1,4,1
4687000,2,4,1
4688000,1,3,1
4689000,2,3,1
4690000,2,4,1
4691000,3,4,1
4692000,2,3,1
4693000,2,3,1
4694000,1,4,1
4695000,1,2,1
4696000,2,3,1
4697000,2,4,1
4698000,2,3,1
4699000,2,4,1
4700000,2,3,0
4701000,1,4,1
4702000,1,3,1
4703000,1,3,1
4704000,1,3,1
4705000,1,3,1
4706000,2,4,1
4707000,3,4,1
4708000,3,4,1
4709000,2,4,1
4710000,2,4,1
4711000,1,3,1
4712000,3,4,1
4713000,1,2,1
4714000,3,4,1
4715000,2,4,1
4716000,2,3,1
4717000,1,4,0
4718000,2,4,0
4719000,1,4,0
4720000,3,4,1
4721000,2,4,1
4722000,1,4,1
4723000,3,4,0
4724000,1,2,1
4725000,1,3,0
4726000,1,4,1
4727000,1,3,0
4728000,2,4,0
4729000,1,3,1
4730000,1,3,1
4731000,3,4,1
4732000,1,3,1
4733000,2,4,1
4734000,1,3,1
4735000,2,3,1
4736000,3,4,1
4737000,3,4,1
4738000,3,4,1
4739000,1,4,1
4740000,2,3,1
4741000,2,4,1
4742000,2,4,1
4743000,3,4,1
4744000,1,4,1
4745000,1,2,1
4746000,3,4,1
4747000,1,4,1
4748000,2,4,1
4749000,2,4,0
4750000,1,3,0
4751000,2,3,1
4752000,1,4,1
4753000,1,4,1
4754000,1,3,1
4755000,2,4,1
4756000,1,4,1
4757000,1,2,1
4758000,2,3,1
4759000,2,4,1
4760000,1,2,1
4761000,1,3,1
4762000,1,2,1
4763000,3,4,1
4764000,2,3,1
4765000,1,3,1
4766000,1,2,1
4767000,2,4,1
4768000,2,4,1
4769000,1,4,1
4770000,3,4,1
4771000,2,4,1
4772000,2,3,1
4773000,1,3,1
4774000,1,2,1
4775000,1,2,1
4776000,1,3,1
4777000,1,3,0
4778000,1,4,1
4779000,1,2,1
4780000,3,4,1
4781000,1,2,1
4782000,2,3,1
4783000,1,3,1
4784000,3,4,1
4785000,1,4,0
4786000,1,2,1
4787000,1,4,1
4788000,1,3,1
4789000,1,3,1
4790000,3,4,1
4791000,3,4,1
4792000,3,4,0
4793000,3,4,1
4794000,2,4,1
4795000,1,4,1
4796000,1,2,1
4797000,3,4,1
4798000,2,3,1
4799000,1,4,0
4800000,1,4,1
4801000,2,4,1
4802000,1,3,1
4803000,2,4,1
4804000,1,3,1
4805000,1,4,1
4806000,1,3,1
4807000,3,4,1
4808000,1,3,1
4809000,2,3,1
4810000,2,4,1
4811000,1,4,1
4812000,3,4,1
4813000,3,4,0
4814000,3,4,1
4815000,3,4,1
4816000,2,4,1
4817000,2,3,1
4818000,1,4,1
4819000,1,3,0
4820000,2,3,1
4821000,1,2,0
4822000,1,2,1
4823000,3,4,1
4824000,1,3,1
4825000,1,2,1
4826000,1,3,1
4827000,1,4,1
4828000,2,4,1
4829000,3,4,1
4830000,1,3,1
4831000,2,4,1
4832000,3,4,0
4833000,1,4,1
4834000,1,4,1
4835000,1,4,0
4836000,1,2,1
4837000,1,2,0
4838000,2,3,1
4839000,1,3,1
4840000,1,3,1
4841000,2,4,0
4842000,1,4,1
4843000,1,4,1
4844000,2,4,1
4845000,2,3,1
4846000,1,4,1
4847000,2,3,1
4848000,3,4,1
4849000,1,3,1
4850000,2,4,1
4851000,1,2,1
4852000,3,4,1
4853000,1,4,0
4854000,2,4,1
4855000,3,4,1
4856000,2,4,0
4857000,1,2,1
4858000,1,2,1
4859000,3,4,1
4860000,1,4,1
4861000,3,4,1
4862000,1,4,1
4863000,2,3,1
4864000,1,2,1
4865000,2,3,1
4866000,1,2,1
4867000,1,4,1
4868000,2,3,0
4869000,2,3,1
4870000,3,4,1
4871000,2,4,1
4872000,2,3,1
4873000,3,4,1
4874000,1,2,1
4875000,1,2,1
4876000,2,3,1
4877000,2,4,1
4878000,1,3,1
4879000,1,3,1
4880000,1,2,1
4881000,1,2,1
4882000,3,4,1
4883000,1,4,1
4884000,2,4,1
4885000,2,3,0
4886000,2,3,0
4887000,2,3,1
4888000,3,4,1
4889000,3,4,1
4890000,2,4,1
4891000,3,4,1
4892000,2,4,1
4893000,2,4,1
4894000,3,4,1
4895000,3,4,1
4896000,1,2,1
4897000,2,4,1
4898000,1,4,0
4899000,1,4,0
4900000,2,3,1
4901000,2,3,1
4902000,2,4,1
4903000,1,2,1
4904000,2,3,1
4905000,2,4,1
4906000,2,3,1
4907000,1,4,0
4908000,1,4,1
4909000,2,4,1
4910000,2,3,1
4911000,1,4,1
4912000,2,3,1
4913000,1,3,1
4914000,1,2,1
4915000,2,4,1
4916000,2,4,1
4917000,2,3,1
4918000,1,2,1
4919000,1,4,1
4920000,3,4,1
4921000,2,3,1
4922000,2,4,1
4923000,2,4,0
4924000,2,4,1
4925000,1,4,1
4926000,1,4,1
4927000,2,4,1
4928000,3,4,1
4929000,2,3,1
4930000,1,2,1
4931000,2,3,1
4932000,2,4,1
4933000,1,2,1
4934000,1,2,1
4935000,1,4,1
4936000,3,4,1
4937000,2,3,1
4938000,2,3,1
4939000,1,3,1
4940000,1,2,1
4941000,1,3,1
4942000,1,3,1
4943000,1,3,1
4944000,1,4,1
4945000,2,3,1
4946000,1,4,0
4947000,2,3,1
4948000,2,4,1
4949000,1,3,1
4950000,1,4,0
4951000,2,3,1
4952000,1,4,1
4953000,2,3,1
4954000,3,4,1
4955000,2,3,1
4956000,2,3,1
4957000,1,3,1
4958000,3,4,1
4959000,1,3,0
4960000,3,4,1
4961000,2,3,1
4962000,2,4,1
4963000,2,3,1
4964000,3,4,1
4965000,3,4,1
4966000,1,4,0
4967000,2,3,1
4968000,1,2,1
4969000,1,2,1
4970000,1,2,1
4971000,3,4,1
4972000,2,3,1
4973000,2,4,1
4974000,2,4,1
4975000,1,2,1
4976000,2,3,1
4977000,1,3,1
4978000,1,4,1
4979000,1,4,0
4980000,2,3,1
4981000,1,4,0
4982000,3,4,0
4983000,1,4,1
4984000,2,4,1
4985000,2,3,1
4986000,2,4,1
4987000,1,4,1
4988000,1,3,0
4989000,1,4,1
4990000,1,2,1
4991000,1,3,1
4992000,2,4,1
4993000,1,2,0
4994000,3,4,1
4995000,1,2,1
4996000,3,4,1
4997000,3,4,1
4998000,2,4,1
4999000,1,3,1
5000000,1,4,1
5001000,1,2,1
5002000,2,4,0
5003000,3,4,1
5004000,3,4,1
5005000,1,2,1
5006000,1,2,1
5007000,2,4,0
5008000,1,3,1
5009000,1,4,0
5010000,1,4,0
5011000,2,4,1
5012000,1,4,1
5013000,1,2,0
5014000,2,3,1
5015000,2,3,1
5016000,2,4,1
5017000,3,4,1
5018000,1,3,1
5019000,2,3,1
5020000,1,4,1
5021000,2,3,1
5022000,2,4,0
5023000,1,2,1
5024000,1,4,0
5025000,1,2,1
5026000,2,4,1
5027000,3,4,1
5028000,3,4,1
5029000,1,4,1
5030000,2,4,1
5031000,2,4,1
5032000,2,3,1
5033000,1,4,1
5034000,1,4,0
5035000,1,2,1
5036000,2,3,1
5037000,1,2,1
5038000,1,3,1
5039000,2,3,1
5040000,1,2,1
5041000,2,4,1
5042000,2,3,1
5043000,1,3,1
5044000,2,4,1
5045000,1,2,1
5046000,2,3,1
5047000,2,4,1
5048000,3,4,1
5049000,1,4,1
5050000,2,3,1
5051000,1,4,1
5052000,3,4,1
5053000,2,3,1
5054000,2,4,1
5055000,2,3,1
5056000,1,4,1
5057000,3,4,1
5058000,1,4,1
5059000,2,3,1
5060000,2,3,1
5061000,1,3,1
5062000,2,3,1
5063000,3,4,1
5064000,1,3,1
5065000,1,4,1
5066000,1,3,1
5067000,1,3,0
5068000,2,4,1
5069000,1,4,1
5070000,1,2,1
5071000,1,3,1
5072000,1,3,1
5073000,3,4,1
5074000,1,3,1
5075000,1,3,1
5076000,1,3,0
5077000,2,3,1
5078000,3,4,1
5079000,1,4,1
5080000,2,4,1
5081000,2,3,1
5082000,3,4,1
5083000,2,3,1
5084000,1,2,1
5085000,2,4,1
5086000,1,3,1
5087000,1,4,1
5088000,3,4,1
5089000,2,4,1
5090000,1,4,0
5091000,3,4,1
5092000,1,2,1
5093000,1,3,1
5094000,2,3,1
5095000,1,2,1
5096000,2,4,1
5097000,1,2,0
5098000,2,4,1
5099000,1,2,1
5100000,2,3,1
5101000,3,4,1
5102000,1,3,0
5103000,1,4,1
5104000,1,4,1
5105000,2,4,1
5106000,2,3,1
5107000,1,2,1
5108000,3,4,1
5109000,3,4,1
5110000,2,3,1
5111000,1,3,1
5112000,1,4,1
5113000,1,4,1
5114000,1,4,1
5115000,1,2,1
5116000,1,4,1
5117000,1,3,1
5118000,2,4,1
5119000,2,3,1
5120000,1,2,1
5121000,3,4,1
5122000,1,4,1
5123000,1,3,1
5124000,1,4,0
5125000,1,3,1
5126000,1,4,1
5127000,3,4,1
5128000,1,4,1
5129000,2,4,1
5130000,1,2,1
5131000,1,4,1
5132000,2,3,1
5133000,2,4,1
5134000,1,4,1
5135000,1,3,1
5136000,1,4,0
5137000,3,4,0
5138000,1,2,1
5139000,1,2,1
5140000,2,3,1
5141000,2,3,1
5142000,1,4,0
5143000,2,3,1
5144000,2,4,1
5145000,1,3,1
5146000,1,2,1
5147000,1,3,1
5148000,1,3,1
5149000,1,3,1
5150000,1,3,0
5151000,1,2,1
5152000,1,4,1
5153000,1,4,1
5154000,1,2,1
5155000,1,2,1
5156000,1,4,1
5157000,2,4,1
5158000,1,4,1
5159000,2,3,1
5160000,3,4,1
5161000,2,4,1
5162000,1,3,1
5163000,1,2,1
5164000,1,2,1
5165000,2,4,1
5166000,1,4,1
5167000,1,4,0
5168000,3,4,1
5169000,1,3,1
5170000,2,4,1
5171000,3,4,1
5172000,3,4,1
5173000,1,4,1
5174000,2,4,1
5175000,1,2,1
5176000,3,4,1
5177000,3,4,1
5178000,1,2,1
5179000,2,4,1
5180000,1,4,1
5181000,3,4,0
5182000,2,4,1
5183000,3,4,1
5184000,1,3,1
5185000,1,3,1
5186000,1,2,1
5187000,1,3,1
5188000,1,2,1
5189000,3,4,1
5190000,1,2,1
5191000,1,4,1
5192000,1,4,1
5193000,2,3,1
5194000,1,2,0
5195000,1,3,1
5196000,1,4,1
5197000,3,4,1
5198000,2,4,1
5199000,2,4,1
5200000,2,4,1
5201000,2,4,0
5202000,1,3,1
5203000,2,3,1
5204000,1,3,1
5205000,1,2,0
5206000,3,4,1
5207000,1,2,0
5208000,1,3,1
5209000,2,4,1
5210000,2,3,0
5211000,2,4,0
5212000,2,4,1
5213000,3,4,1
5214000,1,2,1
5215000,1,2,1
5216000,1,4,1
5217000,2,4,1
5218000,2,3,1
5219000,1,4,0
5220000,2,3,1
5221000,3,4,1
5222000,3,4,1
5223000,3,4,1
5224000,2,3,1
5225000,2,4,1
5226000,1,4,0
5227000,1,2,1
5228000,1,3,1
5229000,2,3,1
5230000,2,3,1
5231000,2,4,1
5232000,1,2,1
5233000,2,4,1
5234000,1,3,1
5235000,1,3,1
5236000,1,3,1
5237000,2,3,1
5238000,1,2,1
5239000,1,2,1
5240000,2,3,1
5241000,2,3,1
5242000,1,4,0
5243000,2,4,1
5244000,1,3,1
5245000,2,4,1
5246000,1,3,1
5247000,1,4,1
5248000,2,3,1
5249000,1,3,1
5250000,2,3,1
5251000,1,3,1
5252000,1,2,1
5253000,2,4,0
5254000,3,4,1
5255000,1,3,0
5256000,1,4,1
5257000,3,4,1
5258000,1,2,1
5259000,1,4,1
5260000,1,4,1
5261000,1,4,1
5262000,2,3,1
5263000,1,4,0
5264000,1,3,1
5265000,3,4,1
5266000,2,3,1
5267000,1,4,1
5268000,1,2,1
5269000,3,4,0
5270000,3,4,1
5271000,1,3,1
5272000,1,3,1
5273000,2,3,1
5274000,2,4,1
5275000,1,4,1
5276000,2,3,1
5277000,2,3,1
5278000,1,2,1
5279000,1,3,1
5280000,1,4,1
5281000,1,4,0
5282000,3,4,1
5283000,1,4,1
5284000,1,2,1
5285000,1,3,1
5286000,3,4,1
5287000,3,4,1
5288000,2,4,1
5289000,1,3,0
5290000,1,3,0
5291000,2,4,1
5292000,1,4,1
5293000,1,2,1
5294000,1,4,1
5295000,3,4,1
5296000,1,3,0
5297000,2,3,1
5298000,2,3,1
5299000,3,4,1
5300000,1,4,1
5301000,1,4,1
5302000,1,2,1
5303000,1,3,1
5304000,2,4,1
5305000,2,3,1
5306000,2,3,1
5307000,2,3,1
5308000,1,3,1
5309000,2,3,1
5310000,2,4,1
5311000,2,3,1
5312000,2,4,1
5313000,1,2,1
5314000,2,4,1
5315000,1,3,1
5316000,1,4,1
5317000,2,4,1
5318000,1,4,1
5319000,2,3,0
5320000,1,4,0
5321000,1,3,1
5322000,1,4,1
5323000,3,4,1
5324000,3,4,1
5325000,2,3,1
5326000,1,4,1
5327000,3,4,1
5328000,2,3,1
5329000,2,3,1
5330000,2,4,1
5331000,2,3,1
5332000,1,4,1
5333000,1,2,1
5334000,2,4,0
5335000,1,3,1
5336000,1,3,1
5337000,2,4,0
5338000,3,4,1
5339000,2,4,1
5340000,1,4,1
5341000,1,3,0
5342000,1,2,1
5343000,1,3,1
5344000,2,4,1
5345000,2,4,1
5346000,2,4,1
5347000,1,2,1
5348000,2,4,1
5349000,1,3,1
5350000,2,4,1
5351000,2,3,1
5352000,1,3,1
5353000,3,4,1
5354000,2,4,1
5355000,2,3,1
5356000,1,4,1
5357000,1,2,1
5358000,1,3,1
5359000,2,3,1
5360000,1,4,0
5361000,2,4,0
5362000,2,3,1
5363000,1,3,1
5364000,1,4,0
5365000,3,4,1
5366000,2,3,1
5367000,1,4,1
5368000,3,4,1
5369000,1,2,1
5370000,2,4,1
5371000,1,2,1
5372000,1,3,1
5373000,1,3,1
5374000,1,2,1
5375000,2,3,1
5376000,2,4,1
5377000,2,3,1
5378000,1,3,1
5379000,3,4,1
5380000,1,3,1
5381000,3,4,1
5382000,1,3,1
5383000,2,3,1
5384000,2,4,1
5385000,3,4,1
5386000,1,2,1
5387000,1,2,1
5388000,1,3,1
5389000,1,4,1
5390000,2,4,1
5391000,2,3,1
5392000,1,4,1
5393000,2,3,1
5394000,2,3,1
5395000,1,3,1
5396000,1,2,1
5397000,1,2,1
5398000,2,3,1
5399000,1,4,1
5400000,3,4,1
5401000,1,3,1
5402000,3,4,1
5403000,1,3,1
5404000,2,3,1
5405000,2,4,1
5406000,2,3,1
5407000,1,2,1
5408000,2,3,1
5409000,1,4,1
5410000,1,4,1
5411000,1,4,1
5412000,3,4,1
5413000,3,4,1
5414000,2,3,1
5415000,1,4,1
5416000,2,4,1
5417000,3,4,1
5418000,2,4,1
5419000,1,3,1
5420000,3,4,1
5421000,1,4,1
5422000,1,3,1
5423000,1,3,1
5424000,2,4,1
5425000,2,4,1
5426000,2,3,1
5427000,3,4,1
5428000,2,4,1
5429000,2,4,1
5430000,1,3,1
5431000,2,3,1
5432000,3,4,1
5433000,1,4,1
5434000,2,4,1
5435000,1,4,1
5436000,1,3,1
5437000,2,4,1
5438000,3,4,1
5439000,2,4,1
5440000,2,4,1
5441000,1,4,0
5442000,3,4,1
5443000,2,4,0
5444000,1,2,1
5445000,1,3,1
5446000,3,4,0
5447000,1,4,0
5448000,2,4,0
5449000,1,3,1
5450000,1,2,0
5451000,1,2,1
5452000,2,3,1
5453000,1,4,1
5454000,3,4,1
5455000,1,3,1
5456000,1,2,1
5457000,1,3,1
5458000,1,3,1
5459000,1,4,1
5460000,2,4,1
5461000,2,3,1
5462000,2,4,1
5463000,2,3,1
5464000,1,4,1
5465000,2,4,1
5466000,1,4,1
5467000,2,3,1
5468000,1,4,0
5469000,1,3,1
5470000,1,2,1
5471000,3,4,1
5472000,2,4,0
5473000,1,4,1
5474000,1,4,1
5475000,1,3,0
5476000,2,3,1
5477000,1,3,1
5478000,1,2,1
5479000,1,2,1
5480000,1,3,1
5481000,2,3,1
5482000,2,4,1
5483000,2,4,1
5484000,1,2,1
5485000,1,2,1
5486000,1,2,1
5487000,1,4,0
5488000,1,4,1
5489000,1,2,1
5490000,2,3,1
5491000,2,4,1
5492000,1,2,1
5493000,3,4,1
5494000,2,3,1
5495000,2,4,1
5496000,1,4,1
5497000,2,3,1
5498000,2,4,1
5499000,2,4,1
5500000,2,4,1
5501000,1,4,1
5502000,2,3,1
5503000,1,4,1
5504000,2,3,1
5505000,2,4,1
5506000,1,2,1
5507000,1,3,0
5508000,1,4,1
5509000,2,4,1
5510000,3,4,0
5511000,3,4,1
5512000,3,4,1
5513000,2,4,0
5514000,1,3,1
5515000,2,3,1
5516000,3,4,0
5517000,1,4,0
5518000,3,4,1
5519000,1,3,1
5520000,2,4,1
5521000,1,4,1
5522000,2,3,1
5523000,2,4,1
5524000,3,4,1
5525000,2,4,1
5526000,2,3,1
5527000,2,4,1
5528000,1,3,0
5529000,1,3,1
5530000,1,3,1
5531000,1,3,1
5532000,1,4,1
5533000,3,4,0
5534000,1,4,1
5535000,3,4,1
5536000,1,4,1
5537000,1,2,1
5538000,2,3,1
5539000,2,3,1
5540000,1,3,1
5541000,1,4,0
5542000,1,4,1
5543000,1,3,1
5544000,2,4,1
5545000,1,2,1
5546000,1,2,1
5547000,2,3,1
5548000,3,4,1
5549000,1,2,1
5550000,2,4,1
5551000,1,2,1
5552000,1,4,1
5553000,2,4,1
5554000,1,3,1
5555000,1,4,1
5556000,1,2,1
5557000,2,4,1
5558000,2,3,1
5559000,3,4,1
5560000,1,2,1
5561000,2,4,1
5562000,3,4,1
5563000,2,3,1
5564000,1,3,1
5565000,1,4,1
5566000,1,4,1
5567000,1,4,1
5568000,3,4,1
5569000,1,3,1
5570000,1,2,1
5571000,1,2,1
5572000,1,2,1
5573000,2,4,1
5574000,1,2,1
5575000,1,4,1
5576000,2,4,0
5577000,1,3,0
5578000,1,4,1
5579000,1,2,1
5580000,1,2,1
5581000,1,2,1
5582000,1,2,1
5583000,3,4,1
5584000,1,4,1
5585000,2,3,1
5586000,3,4,1
5587000,3,4,1
5588000,2,3,1
5589000,1,4,1
5590000,1,2,1
5591000,2,3,1
5592000,3,4,1
5593000,1,3,1
5594000,1,3,1
5595000,2,4,1
5596000,1,2,1
5597000,1,2,1
5598000,1,4,0
5599000,2,3,1
5600000,2,4,1
5601000,2,4,1
5602000,2,3,1
5603000,1,4,1
5604000,1,4,1
5605000,2,4,1
5606000,1,2,1
5607000,2,4,1
5608000,1,2,1
5609000,1,3,1
5610000,2,4,1
5611000,1,4,1
5612000,2,3,0
5613000,1,4,1
5614000,1,3,1
5615000,2,3,0
5616000,1,2,1
5617000,1,3,1
5618000,2,3,1
5619000,2,3,0
5620000,2,4,1
5621000,1,3,0
5622000,1,4,1
5623000,1,3,0
5624000,2,4,1
5625000,3,4,1
5626000,2,3,1
5627000,2,3,1
5628000,2,4,1
5629000,3,4,1
5630000,1,2,1
5631000,2,3,1
5632000,3,4,1
5633000,1,2,1
5634000,1,2,0
5635000,3,4,1
5636000,1,4,1
5637000,2,4,1
5638000,1,2,1
5639000,2,3,1
5640000,1,4,1
5641000,1,4,1
5642000,2,4,0
5643000,2,3,1
5644000,1,4,0
5645000,2,3,1
5646000,1,2,1
5647000,1,4,1
5648000,1,3,1
5649000,1,2,1
5650000,1,4,1
5651000,2,4,1
5652000,2,3,0
5653000,1,4,1
5654000,1,2,1
5655000,2,3,0
5656000,1,3,1
5657000,2,4,1
5658000,1,2,1
5659000,2,4,1
5660000,2,3,0
5661000,3,4,1
5662000,1,3,1
5663000,2,3,1
5664000,1,3,1
5665000,3,4,1
5666000,1,4,1
5667000,2,3,1
5668000,1,2,1
5669000,2,4,1
5670000,1,4,1
5671000,1,3,1
5672000,1,2,1
5673000,1,3,1
5674000,3,4,1
5675000,1,3,1
5676000,2,4,1
5677000,2,4,1
5678000,1,3,1
5679000,3,4,1
5680000,1,3,1
5681000,1,3,1
5682000,1,3,1
5683000,2,3,1
