generation,N_shifts,logPrior,logLik,eventRate,acceptRate
5817000,0,0.776416,126.464,0.28312,0.338
5818000,0,1.22672,112.679,0.608012,0.3605
5819000,0,-0.354905,115.961,2.18964,0.362
5820000,0,1.73728,110.7,0.0974578,0.398
5821000,0,-0.384201,114.07,0.841189,0.367
5822000,0,0.19083,116.165,0.266158,0.354
5823000,0,1.25354,117.061,0.814282,0.3645
5824000,0,0.916165,114.613,1.15165,0.355
5825000,0,1.60117,128.152,0.371752,0.30175
5826000,0,1.23455,121.172,0.738373,0.29
5827000,0,1.68815,127.152,0.339028,0.33
5828000,0,0.086049,114.949,0.500608,0.353167
5829000,0,-0.0555885,123.274,0.575975,0.302
5830000,0,1.2285,110.174,0.839293,0.361833
5831000,0,1.76134,116.392,0.306483,0.374
5832000,0,-0.431371,114.799,0.162364,0.354
5833000,0,1.58574,114.081,0.482057,0.361
5834000,0,1.32613,126.283,0.710564,0.2936
5835000,0,1.69029,127.843,0.30424,0.312
5836000,0,-2.16717,129.724,1.17366,0.295429
5837000,0,-0.949767,129.692,1.45274,0.321
5838000,0,1.88659,125.027,0.126863,0.308
5839000,1,2.67529,132.778,0.86354,0.284
5840000,0,0.924354,129.027,1.1426,0.278
5841000,0,1.70962,129.914,0.357332,0.283
5842000,0,1.79154,128.829,0.187161,0.261
5843000,0,1.72642,129.591,0.142612,0.311125
5844000,0,1.98316,126.731,0.0936373,0.2845
5845000,0,0.165148,109.269,1.90185,0.373167
5846000,0,1.58686,113.242,0.480149,0.342
5847000,0,1.5647,128.015,0.483867,0.3085
5848000,0,1.96907,124.049,0.0795019,0.309
5849000,0,1.93766,125.303,0.11091,0.331
5850000,0,0.809418,109.588,1.06056,0.368222
5851000,0,1.20915,123.947,0.0611212,0.289857
5852000,0,-0.323218,131.144,0.205931,0.281667
5853000,0,1.67859,114.493,0.388389,0.373571
5854000,0,2.03695,110.458,0.0300183,0.385
5855000,0,1.24241,112.512,0.82456,0.39
5856000,0,1.51995,126.07,0.552367,0.3065
